Rank,Competitor,DOB,Nat,Pos,Venue,Date,World Athletics Event Ranking Score,Men 100,Men 100 Wind,Men 100 Score,Men LJ,Men LJ Wind,Men LJ Score,Men SP,Men SP Score,Men HJ,Men HJ Score,Men 400,Men 400 Score,Men 110h,Men 110h Wind,Men 110h Score,Men DT,Men DT Score,Men PV,Men PV Score,Men JT,Men JT Score,Men 1500,Men 1500 Score,Overall Score
110,Aleksey KRAVTSOV,5/8/1993,RUS,5,Cheboksary (RUS),6/10/2014,1090,10.8,0.2,906,7.49,0.8,932,14.23,742,2.00,803,49.15,854,14.87,0.6,865,39.39,652,4.60,790,50.28,593,04:48.6,627.33,7764
129,Curtis BEACH,7/22/1990,USA,2,"Charlottesville, VA (USA)",4/20/2012,1090,10.9,0.8,883,7.56,2.5,950,11.41,571,1.88,696,46.96,960,14.59,0.2,900,37.66,617,4.60,790,47.88,557,04:15.8,840.91,7764
103,Felix HEPPERLE,11/23/1989,GER,5,"Knoxville, TN (USA)",7/28/2018,1090,10.93,1.5,876,7.47,1.9,927,12.48,636,1.93,740,49.01,861,15.44,0.8,797,40.13,667,5.01,913,53.25,637,04:35.5,709.15,7763
126,José Gregorio LEMUS,6/4/1991,COL,1,Santa Marta (COL),11/23/2017,1089,11.13,0.6,832,6.66,0.8,734,16.91,907,1.91,723,51.65,740,14.58,1.2,901,52.26,918,4.20,673,67.50,851,05:13.7,483.80,7762
127,Janek ÕIGLANE,4/25/1994,EST,12,"Olympisch Stadion, Amsterdam (NED)",7/7/2016,1089,11.21,0.8,814,7.10,2.2,838,14.68,770,1.98,785,51.48,748,16.47,-1.3,681,44.62,759,4.80,849,67.41,850,04:42.0,668.19,7762
143,Kendrick THOMPSON,8/28/1997,BAH,1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",4/9/2022,1089,10.71,3.3,926,7.11,0.1,840,13.80,716,2.00,803,48.83,869,14.60,-1,899,40.04,665,4.35,716,61.91,767,04:59.8,561.38,7762
119,Tommy BARRINEAU,8/28/1988,FIN,3,"Athens, GA (USA)",4/9/2015,1089,11.05,0.8,850,6.59,0,718,14.04,731,1.97,776,49.05,859,14.77,-1.1,878,40.11,667,4.75,834,61.69,763,04:39.1,686.35,7762
78,Philipp HUBER,2/18/1974,SUI,4,Tallinn (EST),7/6/2003,1089,11.46,1.3,761,7.38,2.7,905,14.24,743,1.85,670,50.01,814,15.60,1.7,778,41.98,705,4.90,880,59.38,729,04:25.1,777.38,7762
118,Gaétan BLOUIN,1/4/1974,FRA,13,Arles (FRA),7/1/2001,1089,10.9,1.3,883,6.93,-2.3,797,12.10,612,2.01,813,49.21,851,14.33,2.4,932,39.35,651,4.80,849,55.62,672,04:36.5,702.94,7762
134,Brent NEWDICK,1/31/1985,NZL,19,"DS, Daegu (KOR)",8/28/2011,1089,11,-0.2,861,7.31,0.7,888,13.75,713,1.96,767,49.95,817,14.86,-0.5,867,45.65,780,4.50,760,55.69,673,04:47.3,635.54,7761
26,Benjamin HOUGARDY,12/8/1995,BEL,6,"Stade P-J. Bénard, St-Paul (FRA)",12/19/2020,1089,11,1.2,861,7.23,0.3,869,13.55,701,1.97,776,49.27,849,14.89,2.2,863,37.08,605,4.85,865,53.53,641,04:32.1,731.12,7761
85,Ingmar VOS,5/28/1986,NED,7,"Blankers-Koen Stadion, Hengelo (NED)",6/29/2008,1089,10.95,0.4,872,7.26,1.9,876,12.67,647,2.04,840,50.32,800,14.90,-0.9,862,38.89,642,4.30,702,62.32,773,04:29.8,746.29,7760
144,Rafał HORBOWICZ,4/1/1998,POL,1,"Stadion AWF Warszawa, Warszawa (POL)",6/19/2022,1089,11.28,1,799,6.94,-0.5,799,13.72,711,2.08,878,50.68,784,14.89,-1.2,863,45.74,782,4.50,760,59.82,735,04:45.0,649.83,7760
119,Fran BONIFAČIĆ,6/7/2000,CRO,6,"Kadrioru staadion, Tallinn (EST)",7/11/2021,1089,11.51,-1.4,750,7.38,1.7,905,14.59,765,1.93,740,51.61,742,14.86,-0.5,867,42.35,712,4.80,849,58.03,708,04:33.5,722.55,7760
101,Mustafa ABDUR-RAHIM,9/29/1982,USA,1,Filderstadt (GER),8/19/2007,1089,10.85,-0.6,894,7.00,0.5,814,14.19,740,1.88,696,48.51,885,14.41,0.5,922,44.31,753,4.10,645,54.30,652,04:27.9,759.08,7760
144,Lucas VAN KLAVEREN,11/11/1999,NED,7,"Hilmer Lodge Stadium, Walnut, CA (USA)",4/14/2022,1089,10.94,1.9,874,7.02,1.7,818,13.78,715,1.89,705,47.10,953,14.33,0.8,932,38.49,634,4.60,790,54.08,649,04:38.4,690.97,7760
135,Damian WARNER,11/4/1989,CAN,2,Kingston (JAM),5/28/2011,1089,10.68,-1.8,933,7.43,1.9,918,12.83,657,1.94,749,49.77,825,13.89,0.5,989,45.25,772,4.40,731,53.68,643,05:03.0,543.19,7760
112,Lars Vikan RISE,11/23/1988,NOR,6,Ribeira Brava (POR),7/6/2014,1089,11.2,1.7,817,7.22,1.2,866,14.88,782,2.07,868,50.98,770,15.47,1.5,794,41.5,695,4.40,731,63.23,787,04:45.0,649.52,7759
146,Jack FLOOD,9/15/1995,USA,7,"John McDonnell Field, Fayetteville, AR (USA)",5/7/2022,1089,11,0.6,861,6.90,1.3,790,12.95,664,2.04,840,49.99,815,13.86,1,993,40.28,670,4.65,804,57.95,707,04:50.5,615.97,7759
97,Dawid PYRA,3/27/1987,POL,2,"Blankers-Koen Stadion, Hengelo (NED)",6/27/2010,1089,11.06,-0.8,847,7.19,1.5,859,13.17,678,2.04,840,48.56,882,14.78,-1,876,38.29,630,4.80,849,53.34,638,04:43.2,660.59,7759
102,Jacob MINAH,4/3/1982,GER,13,"Mösle-Stadium, Götzis (AUT)",5/27/2007,1089,10.8,-0.8,906,7.13,2,845,13.42,693,1.94,749,47.75,921,14.60,0,899,38.93,643,4.90,880,47.71,555,04:41.9,668.63,7759
146,Nico BECKERS,3/3/1994,GER,3,"Fleinsbachstadion, Bernhausen, Filderstadt (GER)",8/28/2022,1089,10.94,1.6,874,7.28,0.3,881,15.97,849,2.00,803,49.14,855,14.69,0.2,887,42.43,714,4.30,702,47.37,550,04:45.9,644.17,7759
111,Jan Felix KNOBEL,1/16/1989,GER,3,Marburg (GER),8/9/2009,1089,11.35,1.6,784,7.08,1.5,833,14.29,746,1.89,705,50.16,807,15.29,0.3,815,42.59,717,4.85,865,68.78,871,04:50.6,615.37,7758
111,Pascal BEHRENBRUCH,1/19/1985,GER,9,"Stade Pierre Paul Bernard, Talence (FRA)",9/20/2009,1089,11.13,0,832,6.81,0.6,769,15.28,807,1.91,723,50.43,795,14.94,0.6,857,48.97,849,4.52,766,65.13,815,05:02.6,545.52,7758
120,Dario DESTER,7/22/2000,ITA,4,"Sportplatz Lana, Lana (ITA)",4/25/2021,1089,11.11,-0.1,836,7.40,1.8,910,13.42,693,1.95,758,49.10,857,14.60,0.7,899,38.48,634,4.85,865,54.97,662,04:45.8,644.60,7758
106,Isaac MURPHY,5/10/1990,USA,3,"Austin, TX (USA)",3/28/2013,1089,10.48,2.8,980,6.93,2.8,797,13.14,676,1.84,661,48.94,864,14.58,1.1,901,45.46,776,4.80,849,49.69,584,04:41.6,670.63,7758
130,Kurt FELIX,7/4/1988,GRN,1,Air Force Academy (USA),5/10/2012,1089,11.16,0.3,825,7.27,3.6,878,13.75,713,2.11,906,48.63,879,14.90,0.3,862,36.36,591,4.45,746,69.67,884,05:15.6,473.73,7757
104,José Gregorio LEMUS,6/4/1991,COL,2,Cochabamba (BOL),6/6/2018,1089,11.21,0.5,814,6.84,0.2,776,16.21,864,1.95,758,50.63,786,14.51,-1,910,50.79,887,4.00,617,68.33,864,05:14.2,481.16,7757
148,Fredrik SAMUELSSON,2/16/1995,SWE,13,"Olympiastadion, München (GER)",8/16/2022,1089,11.17,-0.8,823,6.91,1.4,792,14.18,739,1.96,767,50.70,783,14.83,-0.1,870,41.38,693,4.80,849,63.53,791,04:44.9,650.01,7757
121,Fredrik SAMUELSSON,2/16/1995,SWE,1,"Sunnerbovallen, Ljungby (SWE)",8/8/2021,1089,11.12,2.5,834,7.36,0,900,14.05,731,2.00,803,50.49,792,14.91,1.4,860,44.43,755,4.70,819,58.74,719,05:02.7,544.72,7757
104,Agustín FÉLIX,3/14/1979,ESP,7,Tallinn (EST),7/8/2007,1089,11.17,2.2,823,7.21,0.6,864,14.13,736,2.01,813,51.61,742,14.72,-0.2,884,42.3,711,5.10,941,56.96,692,05:01.6,551.11,7757
86,Mustafa ABDUR-RAHIM,9/29/1982,USA,9,"Eugene, OR (USA)",6/30/2008,1089,10.9,-0.4,883,6.88,-0.9,785,14.00,728,1.87,687,47.64,927,14.38,1.9,926,47.49,818,4.20,673,45.86,528,04:21.3,802.94,7757
105,Kurt FELIX,7/4/1988,GRN,4,Gold Coast (AUS),4/10/2018,1088,11.2,-0.1,817,7.26,-0.4,876,15.24,804,1.95,758,50.49,792,15.25,0.3,820,48.04,830,4.20,673,67.47,851,05:04.3,535.61,7756
127,Santiago A. FORD,8/25/1997,CUB,1,La Habana (CUB),5/27/2017,1088,11.32,-0.8,791,7.03,-1.5,821,12.55,640,2.02,822,49.66,830,14.78,-0.3,876,45.42,775,4.20,673,65.26,817,04:35.2,711.52,7756
118,Scott FILIP,1/28/1995,USA,2,"Fleinsbachstadion, Bernhausen, Filderstadt (GER)",9/15/2019,1088,10.76,0.1,915,7.39,1.4,908,14.00,728,1.88,696,49.05,859,15.15,0,831,38.59,636,4.60,790,59.33,728,04:42.5,665.01,7756
128,Solomon SIMMONS,9/26/1993,USA,3,"Fayetteville, AR (USA)",6/30/2016,1088,10.75,1.1,917,6.93,-3.8,797,15.40,814,1.81,636,49.21,851,14.38,1.9,926,40.74,680,4.75,834,57.46,700,04:52.9,601.97,7756
107,Steffen FRICKE,3/25/1983,GER,5,"Chula Vista, CA (USA)",7/28/2013,1088,11.43,2.5,767,7.04,1.1,823,14.51,760,2.10,896,49.85,822,15.10,2.4,837,42.62,718,4.35,716,57.33,698,04:34.0,719.06,7756
149,Finley GAIO,4/15/1999,SUI,1,"Burgerfeld, Kreuzlingen (SUI)",6/19/2022,1088,10.73,-0.1,922,7.46,0.2,925,13.80,716,1.98,785,47.59,929,13.68,-0.5,1016,32.59,516,4.60,790,48.36,564,04:54.4,593.19,7756
113,Dmitriy KARPOV,7/23/1981,KAZ,1,Asikkala (FIN),8/16/2014,1088,11.15,0.1,827,6.72,0,748,15.98,850,2.02,822,50.21,805,14.64,0.1,894,47.48,818,4.80,849,47.42,551,04:54.4,592.66,7756
120,Paolo CASARSA,7/2/1975,ITA,7,Ried im Innkreis (AUT),7/1/2001,1088,11.08,1,843,7.01,1.3,816,14.65,768,1.92,731,50.81,778,14.26,0.6,941,46.81,804,4.80,849,60.81,750,05:15.3,475.44,7755
87,David GERVASI,8/1/1983,SUI,14,"Mösle-Stadium, Götzis (AUT)",6/1/2008,1088,11.3,-0.8,795,6.94,0,799,14.72,772,2.00,803,50.92,773,14.58,0,901,38.47,634,5.00,910,55.86,676,04:38.1,693.00,7755
98,Vu Van HUYEN,8/8/1983,VIE,3,Guangzhou (CHN),11/25/2010,1088,10.76,1.6,915,7.16,0.7,852,11.80,594,1.97,776,48.93,865,15.13,1.3,834,41.36,692,4.70,819,55.14,665,04:30.2,743.79,7755
79,Óscar GONZÁLEZ,8/8/1976,ESP,6,Daegu (KOR),8/29/2003,1088,11,1.3,861,7.36,0.8,900,13.25,682,2.10,896,50.51,791,14.74,0.1,881,40.94,684,4.40,731,49.93,588,04:30.5,741.82,7755
150,Martin ROE,4/1/1992,NOR,14,"Olympiastadion, München (GER)",8/16/2022,1088,10.94,-0.2,874,7.21,-0.1,864,14.77,776,1.87,687,50.83,777,16.19,-0.1,711,47.46,818,4.60,790,63.26,787,04:41.7,670.00,7754
80,Bevan HART,8/1/1977,USA,7,"Palo Alto, CA (USA)",6/22/2003,1088,11.2,1.7,817,6.81,1,769,13.53,700,1.96,767,50.00,815,14.83,0.8,870,42.16,709,5.00,910,54.10,649,04:29.5,748.72,7754
93,Kun-Woo KIM,2/29/1980,KOR,1,Macao (MAC),11/2/2005,1088,11.31,-1.3,793,7.19,-0.7,859,13.12,675,1.92,731,48.45,887,14.90,1.2,862,41,685,4.60,790,51.45,610,04:11.6,870.08,7754
108,Marek LUKÁŠ,7/16/1991,CZE,3,Kladno (CZE),6/9/2013,1088,11.09,-0.7,841,7.17,0.8,854,13.46,695,1.88,696,50.64,785,14.71,1.1,885,40.35,672,4.62,796,69.17,877,04:44.5,652.67,7753
27,Jose Fernando FERREIRA SANTANA,3/27/1999,BRA,2,"COTP Stadium, São Paulo (BRA)",12/12/2020,1088,10.93,0.8,876,7.10,-0.1,838,13.48,697,1.95,758,49.13,855,14.05,1.4,968,43.23,730,4.60,790,60.68,748,05:11.9,493.70,7753
111,Henri KOKKONEN,8/11/1978,FIN,2,Joensuu (FIN),7/19/2002,1088,11.09,0.8,841,7.24,1.5,871,14.72,772,1.99,794,51.22,759,14.52,2.1,908,39.18,648,4.65,804,57.76,704,04:44.6,652.05,7753
81,Chiel WARNERS,4/2/1978,NED,11,"Stade de France, Paris-St-Denis (FRA)",8/27/2003,1088,10.95,-0.6,872,7.55,-0.6,947,14.13,736,1.91,723,48.94,864,14.72,-0.6,884,41.49,695,4.50,760,54.87,661,04:51.3,611.05,7753
119,Paweł WIESIOŁEK,8/13/1991,POL,4,Ribeira Brava (POR),7/6/2019,1088,10.82,2,901,6.94,0.1,799,13.88,721,2.01,813,48.98,862,15.94,-2.3,740,44.62,759,4.80,849,53.25,637,04:41.3,672.82,7753
111,Stephen MOORE,8/13/1975,USA,9,Talence (FRA),9/22/2002,1088,10.91,-0.8,881,7.22,0.4,866,12.98,666,2.03,831,48.11,904,14.95,0.4,856,39.56,656,4.85,865,48.37,565,04:42.8,663.21,7753
122,Pablo TRESCOLI,3/4/1995,ESP,5,"Sportplatz Lana, Lana (ITA)",4/25/2021,1088,11.05,-0.1,850,7.26,0.7,876,13.47,696,1.95,758,49.35,845,14.62,-1.3,896,43.95,745,4.25,688,55.25,667,04:32.1,731.18,7752
120,Liam RAMSAY,11/18/1992,GBR,2,"Stadio Luigi Ridolfi, Firenze (ITA)",5/16/2015,1088,11.02,0.6,856,6.95,3.3,802,12.94,664,1.95,758,47.56,931,14.80,-0.9,874,40.95,684,4.65,804,51.05,604,04:25.4,775.78,7752
120,Roman KONDRATYEV,5/15/1995,RUS,6,Cheboksary (RUS),6/9/2015,1088,11.01,0.7,858,7.54,3.8,945,13.31,686,2.06,859,49.22,851,14.18,0.8,951,37.29,610,4.50,760,49.88,587,04:45.7,645.09,7752
109,Keisuke USHIRO,7/24/1986,JPN,22,"Luzhniki Stadion, Moskva (RUS)",8/11/2013,1088,11.44,-0.5,765,6.84,0.7,776,13.17,678,1.96,767,51.20,760,15.32,0,811,45.31,773,4.90,880,67.65,854,04:38.9,687.68,7751
136,Anderson ESTEVAO VENANCIO,1/6/1987,BRA,1,Rio de Janeiro (BRA),4/17/2011,1088,11.05,-0.3,850,7.27,1.7,878,13.87,720,1.98,785,49.28,848,14.77,1,878,40.76,680,4.65,804,58.60,717,04:54.7,591.13,7751
88,Daniel AWDE,6/22/1988,GBR,3,Jyväskylä (FIN),6/29/2008,1088,11.04,0,852,7.00,-0.7,814,11.30,564,2.01,813,47.22,947,14.63,0.8,895,40.99,685,4.60,790,53.27,637,04:28.5,754.85,7751
113,Simon WALTER,3/13/1985,SUI,16,"Mösle-Stadium, Götzis (AUT)",5/31/2009,1088,11.04,0.4,852,7.06,1.2,828,13.13,675,1.94,749,47.98,910,14.82,1.2,871,41.74,700,4.90,880,50.88,602,04:39.4,684.64,7751
110,Scott MCLAREN,2/22/1982,NZL,1,Waitakere (NZL),2/17/2013,1088,10.99,3.6,863,6.84,-0.6,776,14.28,745,1.95,758,49.71,828,15.48,1.2,792,43.73,741,4.80,849,56.81,690,04:35.6,708.44,7750
131,Eric BROADBENT,8/5/1985,USA,2,"Azusa, CA (USA)",4/19/2012,1088,10.87,2.3,890,7.38,3.8,905,13.39,691,2.18,973,49.15,854,14.64,0.1,894,38.07,625,4.20,673,46.56,538,04:35.8,707.35,7750
89,Rudy BOURGUIGNON,7/16/1979,FRA,3,"Stadio Tre Stelle, Desenzano del Garda (ITA)",5/11/2008,1087,11.44,-0.3,765,7.14,0.7,847,13.75,713,1.89,705,50.19,806,15.31,0.4,812,43.08,727,4.85,865,61.18,756,04:28.7,753.59,7749
106,Agustín FÉLIX,3/14/1979,ESP,17,"Yanmar Stadium Nagai, Osaka (JPN)",9/1/2007,1087,11.17,0.2,823,7.12,-0.1,842,13.29,685,2.03,831,52.08,721,14.75,-0.3,880,43.67,740,5.00,910,56.69,688,04:48.3,629.63,7749
114,Dmitriy KARPOV,7/23/1981,KAZ,4,Incheon (KOR),10/1/2014,1087,10.94,2.1,874,6.70,0.5,743,15.11,796,1.93,740,49.58,834,14.65,0.2,892,49.55,861,4.60,790,50.28,593,04:48.9,626.05,7749
114,Attila SZABÓ,7/16/1984,HUN,3,Beograd (SRB),7/9/2009,1087,11.1,-2.2,838,6.91,-0.1,792,14.65,768,1.92,731,50.16,807,14.75,0.3,880,44.06,748,4.40,731,64.80,810,04:46.1,643.13,7748
111,Simon HECHLER,6/15/1988,GER,6,"Chula Vista, CA (USA)",7/28/2013,1087,10.83,0.7,899,7.57,2.8,952,13.80,716,1.92,731,51.13,763,14.70,1,886,38.85,641,4.45,746,59.50,730,04:39.5,684.20,7748
120,Jefferson DOS SANTOS,8/30/1995,BRA,1,Sao Bernardo do Campo (BRA),6/9/2019,1087,11.17,0.5,823,7.10,0.2,838,14.98,788,2.03,831,51.40,751,14.80,0,874,48.8,845,4.20,673,58.98,723,04:52.8,602.21,7748
151,Asani HYLTON,6/1/1997,JAM,6,"Hayward Field, Eugene, OR (USA)",6/9/2022,1087,10.92,0,878,7.05,2.3,826,12.82,656,2.10,896,49.91,819,14.54,-0.3,906,32.87,521,4.51,763,58.92,722,04:27.5,761.73,7748
107,Florian OBST,2/24/1993,GER,6,"Knoxville, TN (USA)",7/28/2018,1087,10.8,1.5,906,6.87,1.3,783,15.50,820,1.93,740,49.53,836,14.94,0.3,857,46.84,805,4.41,734,54.85,661,04:52.0,606.92,7748
111,Daniel GOORIS,9/28/1989,USA,12,"Eugene, OR (USA)",6/6/2013,1087,11.31,2.2,793,6.94,2.7,799,13.26,683,1.96,767,50.90,774,14.89,1.8,863,41.12,687,5.20,972,53.05,634,04:25.2,776.98,7748
137,Ashley BRYANT,5/17/1991,GBR,3,Bressanone (ITA),7/3/2011,1087,11.07,0.8,845,7.46,2.4,925,12.65,646,1.86,679,48.47,886,14.75,1.4,880,36.28,589,4.60,790,66.00,829,04:40.4,678.15,7747
121,Yevgeniy SARANTSEV,2/5/1988,RUS,1,"Adler, Sochi (RUS)",9/5/2019,1087,11.58,-2.1,736,6.99,0.1,811,15.09,795,2.00,803,50.79,779,15.53,1.1,787,42.85,723,5.00,910,62.31,773,04:48.1,630.36,7747
115,Haifeng QI,8/7/1983,CHN,1,Hong Kong (HKG),12/11/2009,1087,11.17,-0.7,823,7.15,-0.5,850,13.34,688,1.94,749,50.56,789,14.80,0.6,874,44.15,749,4.60,790,60.91,752,04:39.6,683.32,7747
123,Reinis KRĒGERS,1/22/1992,LAT,,"Stadion AWF Warszawa, Warszawa (POL)",6/27/2021,1087,11.16,1.5,825,6.98,1.1,809,14.26,744,2.02,822,50.74,781,15.01,1.8,848,44.79,763,4.40,731,59.50,730,04:37.9,694.40,7747
90,Chris RANDOLPH,4/25/1984,USA,3,Santo Domingo (DOM),6/1/2008,1087,11.26,1.9,804,7.06,0.3,828,14.00,728,1.97,776,49.44,841,15.48,1.4,792,42.54,716,4.60,790,58.83,720,04:28.9,752.47,7747
103,Christopher HALLMANN,6/6/1983,GER,7,Tallinn (EST),7/4/2004,1087,10.82,1,901,7.36,3.7,900,12.92,662,1.85,670,48.81,870,14.94,-1.6,857,39.13,647,4.60,790,55.76,674,04:25.3,776.38,7747
123,Ladji DOUCOURÉ,3/28/1983,FRA,1,Grosseto (ITA),7/20/2001,1087,10.77,-3.2,912,7.73,1.8,992,12.25,622,1.90,714,47.99,910,13.87,-1.2,991,34.91,562,4.40,731,52.83,631,04:39.7,682.87,7747
121,Makenson GLETTY,4/2/1999,FRA,2,Montpellier (FRA),5/12/2019,1087,10.83,1.5,899,7.41,0.9,913,15.18,801,2.05,850,50.08,811,14.72,2.6,884,39.91,663,4.50,760,46.76,541,04:49.0,625.33,7747
115,Klaus AMBROSCH,5/23/1973,AUT,12,"Olympiastadion, München (GER)",8/8/2002,1087,11.09,0.8,841,6.69,1.4,741,13.77,714,1.88,696,49.73,827,14.74,0,881,42.11,708,4.70,819,67.67,854,04:42.5,665.07,7746
128,Kurtis BRONDYKE,1/24/1989,USA,5,"Sacramento, CA (USA)",6/23/2017,1087,11.12,2.3,834,7.06,2.2,828,15.45,817,1.92,731,51.44,749,14.80,-1.1,874,44.28,752,4.70,819,62.20,771,04:58.1,571.10,7746
132,Petter OLSON,2/14/1991,SWE,9,"Des Moines, IA (USA)",6/7/2012,1087,11.08,0.4,843,6.96,-0.7,804,12.51,637,1.93,740,48.45,887,14.58,1,901,41.29,691,4.90,880,54.75,659,04:36.3,704.53,7746
113,Jérémy LELIÈVRE,2/8/1991,FRA,1,Grenoble (FRA),6/2/2013,1087,10.79,2.3,908,7.13,1.3,845,15.13,798,1.88,696,49.15,854,14.81,2.2,873,42.21,710,4.25,688,52.78,630,04:30.1,744.38,7746
124,Alec DIAMOND,8/9/1997,AUS,3,"SOPAC, Sydney (AUS)",4/16/2021,1087,10.94,1.1,874,7.69,1.1,982,15.32,809,1.97,776,50.02,814,14.85,0.7,868,43.53,737,4.40,731,50.44,595,04:59.9,560.86,7746
125,Romain MARTIN,7/12/1988,FRA,6,"Sportplatz Lana, Lana (ITA)",4/25/2021,1087,11.25,0.6,806,6.98,-1.2,809,14.83,779,2.01,813,51.27,757,14.99,-1.3,851,34.5,554,4.85,865,68.61,868,04:46.1,643.00,7745
116,Aki HEIKKINEN,2/24/1980,FIN,3,Joensuu (FIN),7/19/2002,1087,11.3,0.8,795,7.28,2.7,881,14.97,788,1.90,714,51.37,753,15.13,2.1,834,41.18,689,4.75,834,62.91,782,04:40.8,675.95,7745
95,Frédéric XHONNEUX,5/11/1983,BEL,4,Erfurt (GER),7/15/2005,1087,11.41,0.9,771,7.21,1.8,864,12.98,666,1.98,785,48.92,865,14.76,0.6,879,39.49,654,4.30,702,58.05,709,04:14.5,850.37,7745
129,Robert ROBINSON,,USA,4,"Azusa, CA (USA)",4/13/2017,1087,11.16,1.2,825,7.39,2.5,908,13.03,669,1.96,767,48.76,873,14.36,0.1,929,43.72,741,4.40,731,54.87,661,04:46.3,641.84,7745
122,Akihiko NAKAMURA,10/23/1990,JPN,16,"National Stadium, Beijing (CHN)",8/29/2015,1087,10.86,-0.4,892,7.26,0.5,876,11.67,586,1.95,758,47.81,918,14.72,0,884,33.48,533,4.70,819,53.57,642,04:16.4,837.10,7745
123,Pablo TRESCOLI,3/4/1995,ESP,5,"Antonio Domínguez Stadium, Arona (ESP)",6/9/2019,1087,11.21,-1.5,814,7.24,0.3,871,13.31,686,1.93,740,49.48,839,14.40,0.9,924,43.56,737,4.60,790,51.00,603,04:30.5,741.69,7745
116,Franck LOGEL,1/8/1985,FRA,11,Szczecin (POL),6/28/2009,1087,11.08,-0.6,843,7.21,1.5,864,12.49,636,1.89,705,48.24,898,14.64,0.9,894,39.01,644,4.90,880,49.33,579,04:21.4,802.40,7745
133,Chris HELWICK,3/18/1985,USA,5,"Hayward Field, Eugene, OR (USA)",6/23/2012,1087,11.49,-0.2,755,6.78,-0.6,762,14.25,744,1.93,740,51.97,726,15.30,0.8,814,43.61,738,4.90,880,68.37,865,04:33.9,720.03,7744
97,Pavel ANDREYEV,11/24/1978,UZB,1,Incheon (KOR),9/4/2005,1087,11.71,0.3,709,6.99,0,811,14.87,782,2.05,850,51.83,732,15.78,-0.3,758,46.04,788,4.80,849,60.80,750,04:34.5,715.64,7744
114,Austin BAHNER,7/7/1991,USA,7,"Chula Vista, CA (USA)",7/28/2013,1087,10.87,0.7,890,7.66,2,975,12.84,657,1.83,653,49.70,828,16.02,2.4,730,47.42,817,4.55,775,59.20,726,04:38.0,693.70,7744
152,Daniel SPEJCHER,6/22/1905,USA,7,"Hayward Field, Eugene, OR (USA)",6/9/2022,1087,11.09,-0.3,841,6.98,1.2,809,14.70,771,1.83,653,49.53,836,14.38,0.9,926,42.05,706,4.81,852,58.08,709,04:46.3,641.47,7744
114,Brent NEWDICK,1/31/1985,NZL,23,"Luzhniki Stadion, Moskva (RUS)",8/11/2013,1087,11.14,-0.5,830,7.28,0.2,881,13.84,719,2.02,822,50.25,803,15.19,-0.2,827,42.49,715,4.50,760,57.30,697,04:38.5,690.02,7744
123,Taavi TŠERNJAVSKI,3/4/1995,EST,9,Aubagne (FRA),7/5/2015,1087,11.18,-0.1,821,7.00,0.9,814,14.05,731,1.95,758,49.27,849,14.94,-0.8,857,44.52,757,4.50,760,56.22,681,04:34.4,716.29,7744
96,Jon Ryan HARLAN,4/25/1981,USA,15,"Mösle-Stadium, Götzis (AUT)",5/28/2006,1087,11.04,0.1,852,6.73,-1.1,750,16.19,863,2.06,859,50.19,806,13.99,1.3,976,41.72,700,4.80,849,53.81,645,05:21.2,444.31,7744
124,Marek LUKÁŠ,7/16/1991,CZE,5,Ribeira Brava (POR),7/6/2019,1086,10.84,3.7,897,7.04,0.9,823,14.14,737,1.86,679,50.39,797,14.74,-1.3,881,39.9,663,4.50,760,65.57,822,04:39.4,684.45,7743
116,Dakotah KEYS,9/27/1991,USA,4,"Austin, TX (USA)",3/28/2013,1086,11.24,2.8,808,7.23,0.7,869,12.39,630,1.99,794,51.04,767,14.71,0.7,885,37.91,622,4.80,849,64.28,802,04:34.2,717.96,7743
124,Axel HUBERT,2/16/1996,FRA,6,Lutsk (UKR),7/7/2019,1086,11.27,1.6,801,7.06,-1.2,828,14.61,766,1.89,705,50.90,774,14.56,0.7,903,39.17,648,4.80,849,63.21,786,04:39.5,683.95,7743
124,Elmo SAVOLA,3/10/1995,FIN,7,Tallinn (EST),7/12/2015,1086,10.96,0.3,870,7.27,1.6,878,13.45,695,1.98,785,49.84,822,14.51,0.6,910,37.37,611,4.50,760,62.96,782,04:48.2,630.24,7743
107,Lars ALBERT,2/9/1982,GER,4,"Stadio Tre Stelle, Desenzano del Garda (ITA)",5/6/2007,1086,11.46,0.8,761,7.27,1.4,878,15.64,829,1.88,696,52.00,725,15.46,-0.7,795,47.06,809,4.80,849,62.07,769,04:47.8,632.67,7743
126,Qihao SUN,2/18/2000,CHN,1,Xi'an (CHN),9/21/2021,1086,11.25,-0.5,806,7.24,0.4,871,14.63,767,2.04,840,51.33,754,14.97,0.8,853,38.4,632,5.10,941,63.51,791,05:13.0,487.52,7742
125,Lars Vikan RISE,11/23/1988,NOR,4,Inowroclaw (POL),7/5/2015,1086,11.58,-1.4,736,7.05,-0.7,826,15.83,841,2.04,840,51.25,758,15.70,1.6,767,45.15,770,4.40,731,61.09,754,04:33.9,719.90,7742
115,Marek LUKÁŠ,7/16/1991,CZE,6,Kladno (CZE),6/15/2014,1086,10.98,1.1,865,7.09,-2.9,835,14.04,731,1.91,723,50.40,796,14.56,0.2,903,39.98,664,4.55,775,61.05,754,04:37.5,696.62,7742
